lap,driverId,constructorId,circuitId,milliseconds,grid,lap_time_sec,weather_condition,raceId,season
3,nor,mclaren,jeddah,112307,13,112.30724098218792,dry,2,2024
4,nor,mclaren,jeddah,112113,13,112.11314549388672,dry,2,2024
5,nor,mclaren,jeddah,112245,13,112.24532175688151,dry,2,2024
6,nor,mclaren,jeddah,112296,13,112.29655341621147,dry,2,2024
7,nor,mclaren,jeddah,112335,13,112.33503072112707,dry,2,2024
8,nor,mclaren,jeddah,112340,13,112.3409128836295,dry,2,2024
9,nor,mclaren,jeddah,112332,13,112.33225062871917,dry,2,2024
10,nor,mclaren,jeddah,112428,13,112.42890694492353,dry,2,2024
11,nor,mclaren,jeddah,112313,13,112.31357286579885,dry,2,2024
12,nor,mclaren,jeddah,112471,13,112.47126774325704,dry,2,2024
13,nor,mclaren,jeddah,112598,13,112.59899602314368,dry,2,2024
14,nor,mclaren,jeddah,112574,13,112.57410319718278,dry,2,2024
15,nor,mclaren,jeddah,112605,13,112.60572260850778,dry,2,2024
16,nor,mclaren,jeddah,112609,13,112.60972263128592,dry,2,2024
17,nor,mclaren,jeddah,112794,13,112.79413041457907,dry,2,2024
18,nor,mclaren,jeddah,112713,13,112.71303486365002,dry,2,2024
19,nor,mclaren,jeddah,112731,13,112.7315795985987,dry,2,2024
20,nor,mclaren,jeddah,112807,13,112.80767704528903,dry,2,2024
21,nor,mclaren,jeddah,112837,13,112.83782519563741,dry,2,2024
22,nor,mclaren,jeddah,112969,13,112.96981648127328,dry,2,2024
23,nor,mclaren,jeddah,112915,13,112.91530165196897,dry,2,2024
24,nor,mclaren,jeddah,112955,13,112.95593711665322,dry,2,2024
25,nor,mclaren,jeddah,113001,13,113.00186786126851,dry,2,2024
26,nor,mclaren,jeddah,113096,13,113.09694763550804,dry,2,2024
27,nor,mclaren,jeddah,113105,13,113.10593007164893,dry,2,2024
28,nor,mclaren,jeddah,113222,13,113.2220464173887,dry,2,2024
29,nor,mclaren,jeddah,113327,13,113.32740847170751,dry,2,2024
30,nor,mclaren,jeddah,113303,13,113.30311822837152,dry,2,2024
31,nor,mclaren,jeddah,113344,13,113.3445291759369,dry,2,2024
32,nor,mclaren,jeddah,113303,13,113.30321716638487,dry,2,2024
33,nor,mclaren,jeddah,113558,13,113.55827054012703,dry,2,2024
34,nor,mclaren,jeddah,113502,13,113.50257779942372,dry,2,2024
35,nor,mclaren,jeddah,113514,13,113.51416500186035,dry,2,2024
36,nor,mclaren,jeddah,113559,13,113.55939757864849,dry,2,2024
37,nor,mclaren,jeddah,113647,13,113.64722507429069,dry,2,2024
38,nor,mclaren,jeddah,113737,13,113.73702085253788,dry,2,2024
39,nor,mclaren,jeddah,113707,13,113.7073748414497,dry,2,2024
40,nor,mclaren,jeddah,113847,13,113.847058535311,dry,2,2024
41,nor,mclaren,jeddah,113934,13,113.9342589354617,dry,2,2024
42,nor,mclaren,jeddah,113955,13,113.9552076793029,dry,2,2024
43,nor,mclaren,jeddah,113883,13,113.88363434775779,dry,2,2024
44,nor,mclaren,jeddah,113958,13,113.95826716094052,dry,2,2024
45,nor,mclaren,jeddah,113983,13,113.9832481800141,dry,2,2024
46,nor,mclaren,jeddah,114020,13,114.020068066053,dry,2,2024
47,nor,mclaren,jeddah,114001,13,114.00156367400201,dry,2,2024
48,nor,mclaren,jeddah,114092,13,114.09226528901199,dry,2,2024
49,nor,mclaren,jeddah,114065,13,114.06578954876167,dry,2,2024
50,nor,mclaren,jeddah,114124,13,114.12428180847668,dry,2,2024
51,nor,mclaren,jeddah,113937,13,113.9379467624767,dry,2,2024
52,nor,mclaren,jeddah,113974,13,113.97453757298626,dry,2,2024
53,nor,mclaren,jeddah,114072,13,114.07219425766996,dry,2,2024
54,nor,mclaren,jeddah,114099,13,114.09997702606331,dry,2,2024
55,nor,mclaren,jeddah,114161,13,114.16169947262348,dry,2,2024
56,nor,mclaren,jeddah,114154,13,114.15498270118712,dry,2,2024
57,nor,mclaren,jeddah,114213,13,114.21339161319645,dry,2,2024
58,nor,mclaren,jeddah,114164,13,114.1640619617535,dry,2,2024
59,nor,mclaren,jeddah,114141,13,114.14124575044211,dry,2,2024
60,nor,mclaren,jeddah,114181,13,114.18144896586959,dry,2,2024
1,pia,mclaren,jeddah,108360,15,108.3605972848354,dry,2,2024
2,pia,mclaren,jeddah,108367,15,108.36709880893713,dry,2,2024
3,pia,mclaren,jeddah,108499,15,108.4994336802749,dry,2,2024
4,pia,mclaren,jeddah,108527,15,108.52775199199053,dry,2,2024
5,pia,mclaren,jeddah,108564,15,108.56431221321373,dry,2,2024
6,pia,mclaren,jeddah,108544,15,108.5448301873714,dry,2,2024
7,pia,mclaren,jeddah,108591,15,108.59149215643671,dry,2,2024
8,pia,mclaren,jeddah,108584,15,108.58429903019014,dry,2,2024
9,pia,mclaren,jeddah,108691,15,108.69107628025917,dry,2,2024
10,pia,mclaren,jeddah,108724,15,108.72424038533096,dry,2,2024
11,pia,mclaren,jeddah,108765,15,108.7658428367479,dry,2,2024
12,pia,mclaren,jeddah,108810,15,108.8104548524015,dry,2,2024
13,pia,mclaren,jeddah,108809,15,108.8090157908923,dry,2,2024
14,pia,mclaren,jeddah,108835,15,108.83563757218316,dry,2,2024
15,pia,mclaren,jeddah,108844,15,108.84486497886097,dry,2,2024
16,pia,mclaren,jeddah,108932,15,108.93297991662509,dry,2,2024
17,pia,mclaren,jeddah,109005,15,109.0057549027441,dry,2,2024
18,pia,mclaren,jeddah,109020,15,109.02084592783486,dry,2,2024
19,pia,mclaren,jeddah,109008,15,109.0089644313175,dry,2,2024
20,pia,mclaren,jeddah,109147,15,109.14784782554736,dry,2,2024
21,pia,mclaren,jeddah,109116,15,109.11622745571349,dry,2,2024
22,pia,mclaren,jeddah,109120,15,109.120117001442,dry,2,2024
23,pia,mclaren,jeddah,109255,15,109.25587879149322,dry,2,2024
24,pia,mclaren,jeddah,109276,15,109.27683634086013,dry,2,2024
25,pia,mclaren,jeddah,109468,15,109.46895859557753,dry,2,2024
26,pia,mclaren,jeddah,109413,15,109.41316216046779,dry,2,2024
27,pia,mclaren,jeddah,109430,15,109.4309708750156,dry,2,2024
28,pia,mclaren,jeddah,109507,15,109.50766057321152,dry,2,2024
29,pia,mclaren,jeddah,109549,15,109.54999059687452,dry,2,2024
30,pia,mclaren,jeddah,109674,15,109.6746553438678,dry,2,2024
31,pia,mclaren,jeddah,109764,15,109.76401576132436,dry,2,2024
32,pia,mclaren,jeddah,109770,15,109.77079957591593,dry,2,2024
33,pia,mclaren,jeddah,109808,15,109.80803374551866,dry,2,2024
34,pia,mclaren,jeddah,109853,15,109.85370026530097,dry,2,2024
35,pia,mclaren,jeddah,109853,15,109.85359169601794,dry,2,2024
36,pia,mclaren,jeddah,109853,15,109.85395588088929,dry,2,2024
37,pia,mclaren,jeddah,110001,15,110.00172261487555,dry,2,2024
38,pia,mclaren,jeddah,109943,15,109.94372254715772,dry,2,2024
39,pia,mclaren,jeddah,110031,15,110.03148411412167,dry,2,2024
40,pia,mclaren,jeddah,110036,15,110.03617838598184,dry,2,2024
41,pia,mclaren,jeddah,110119,15,110.11990913010645,dry,2,2024
42,pia,mclaren,jeddah,110165,15,110.16503289859494,dry,2,2024
43,pia,mclaren,jeddah,110246,15,110.24631483774557,dry,2,2024
44,pia,mclaren,jeddah,110280,15,110.28024542505484,dry,2,2024
45,pia,mclaren,jeddah,110373,15,110.3734036509278,dry,2,2024
46,pia,mclaren,jeddah,110384,15,110.38488587296433,dry,2,2024
47,pia,mclaren,jeddah,110379,15,110.37975614470295,dry,2,2024
48,pia,mclaren,jeddah,110259,15,110.25994212391193,dry,2,2024
49,pia,mclaren,jeddah,110267,15,110.26766833130876,dry,2,2024
50,pia,mclaren,jeddah,110399,15,110.39925771675122,dry,2,2024
51,pia,mclaren,jeddah,110327,15,110.32786476967514,dry,2,2024
52,pia,mclaren,jeddah,110359,15,110.35927778555535,dry,2,2024
53,pia,mclaren,jeddah,110434,15,110.43454230560297,dry,2,2024
54,pia,mclaren,jeddah,110391,15,110.39114379762654,dry,2,2024
55,pia,mclaren,jeddah,110377,15,110.37793368876365,dry,2,2024
56,pia,mclaren,jeddah,110381,15,110.38114199789366,dry,2,2024
57,pia,mclaren,jeddah,110308,15,110.30821622569029,dry,2,2024
58,pia,mclaren,jeddah,110502,15,110.50271303560653,dry,2,2024
59,pia,mclaren,jeddah,110349,15,110.34927128120674,dry,2,2024
60,pia,mclaren,jeddah,110302,15,110.30201049901079,dry,2,2024
1,alo,aston_martin,jeddah,109968,4,109.96812395772628,dry,2,2024
2,alo,aston_martin,jeddah,110036,4,110.03686591379667,dry,2,2024
3,alo,aston_martin,jeddah,110051,4,110.05178283653008,dry,2,2024
4,alo,aston_martin,jeddah,110071,4,110.07122520666422,dry,2,2024
5,alo,aston_martin,jeddah,110210,4,110.21083411505103,dry,2,2024
6,alo,aston_martin,jeddah,110112,4,110.11297361738755,dry,2,2024
7,alo,aston_martin,jeddah,110193,4,110.19320661792186,dry,2,2024
8,alo,aston_martin,jeddah,110253,4,110.25357213823803,dry,2,2024
9,alo,aston_martin,jeddah,110293,4,110.29345255765932,dry,2,2024
10,alo,aston_martin,jeddah,110296,4,110.29610247060567,dry,2,2024
11,alo,aston_martin,jeddah,110333,4,110.33326830252288,dry,2,2024
12,alo,aston_martin,jeddah,110275,4,110.2757337604261,dry,2,2024
13,alo,aston_martin,jeddah,110407,4,110.40733664719525,dry,2,2024
14,alo,aston_martin,jeddah,110278,4,110.2783017193753,dry,2,2024
15,alo,aston_martin,jeddah,110461,4,110.4616294559281,dry,2,2024
16,alo,aston_martin,jeddah,110433,4,110.43317189275464,dry,2,2024
17,alo,aston_martin,jeddah,110550,4,110.55011416500751,dry,2,2024
18,alo,aston_martin,jeddah,110455,4,110.45579373167052,dry,2,2024
19,alo,aston_martin,jeddah,110639,4,110.63936370246113,dry,2,2024
20,alo,aston_martin,jeddah,110595,4,110.5954798044348,dry,2,2024
21,alo,aston_martin,jeddah,110681,4,110.68155047954909,dry,2,2024
22,alo,aston_martin,jeddah,110708,4,110.70899576975607,dry,2,2024
23,alo,aston_martin,jeddah,110794,4,110.79490335817883,dry,2,2024
24,alo,aston_martin,jeddah,110852,4,110.85250378819049,dry,2,2024
25,alo,aston_martin,jeddah,110870,4,110.87038239008415,dry,2,2024
26,alo,aston_martin,jeddah,110896,4,110.89600900560275,dry,2,2024
27,alo,aston_martin,jeddah,110979,4,110.97977265607194,dry,2,2024
28,alo,aston_martin,jeddah,111033,4,111.03365618737882,dry,2,2024
29,alo,aston_martin,jeddah,111066,4,111.066440481025,dry,2,2024
30,alo,aston_martin,jeddah,111199,4,111.1997889631174,dry,2,2024
31,alo,aston_martin,jeddah,111234,4,111.23410310454025,dry,2,2024
32,alo,aston_martin,jeddah,111266,4,111.2661373812016,dry,2,2024
33,alo,aston_martin,jeddah,111300,4,111.30083063562687,dry,2,2024
34,alo,aston_martin,jeddah,111304,4,111.3045829480715,dry,2,2024
35,alo,aston_martin,jeddah,111394,4,111.39488122065376,dry,2,2024
36,alo,aston_martin,jeddah,111554,4,111.55474640791526,dry,2,2024
37,alo,aston_martin,jeddah,111427,4,111.42721926197696,dry,2,2024
38,alo,aston_martin,jeddah,111477,4,111.47792926884728,dry,2,2024
39,alo,aston_martin,jeddah,111644,4,111.6440492886735,dry,2,2024
40,alo,aston_martin,jeddah,111683,4,111.68346585182834,dry,2,2024
41,alo,aston_martin,jeddah,111674,4,111.67488872540875,dry,2,2024
42,alo,aston_martin,jeddah,111748,4,111.74841127754416,dry,2,2024
43,alo,aston_martin,jeddah,111831,4,111.83144869589736,dry,2,2024
44,alo,aston_martin,jeddah,111802,4,111.80295040171946,dry,2,2024
45,alo,aston_martin,jeddah,111886,4,111.88689061930806,dry,2,2024
46,alo,aston_martin,jeddah,111848,4,111.84828256592547,dry,2,2024
47,alo,aston_martin,jeddah,111922,4,111.92225178006564,dry,2,2024
48,alo,aston_martin,jeddah,111892,4,111.89245993625619,dry,2,2024
49,alo,aston_martin,jeddah,111839,4,111.83937035339403,dry,2,2024
50,alo,aston_martin,jeddah,111891,4,111.89195807215748,dry,2,2024
51,alo,aston_martin,jeddah,111935,4,111.93577863574498,dry,2,2024
52,alo,aston_martin,jeddah,111948,4,111.94884379680468,dry,2,2024
53,alo,aston_martin,jeddah,111856,4,111.8567410096738,dry,2,2024
54,alo,aston_martin,jeddah,111847,4,111.84777515319782,dry,2,2024
55,alo,aston_martin,jeddah,112038,4,112.03897449921662,dry,2,2024
56,alo,aston_martin,jeddah,111950,4,111.95025705815881,dry,2,2024
57,alo,aston_martin,jeddah,111959,4,111.95997796149018,dry,2,2024
58,alo,aston_martin,jeddah,111887,4,111.88704595237735,dry,2,2024
59,alo,aston_martin,jeddah,111931,4,111.93151976666394,dry,2,2024
60,alo,aston_martin,jeddah,111991,4,111.99108497594091,dry,2,2024
1,str,aston_martin,jeddah,100278,15,100.27863966233389,dry,2,2024
2,str,aston_martin,jeddah,100405,15,100.40593445308085,dry,2,2024
3,str,aston_martin,jeddah,100623,15,100.62310164219042,dry,2,2024
4,str,aston_martin,jeddah,100515,15,100.51562656152198,dry,2,2024
5,str,aston_martin,jeddah,100387,15,100.38793678348178,dry,2,2024
6,str,aston_martin,jeddah,100496,15,100.49640177432505,dry,2,2024
7,str,aston_martin,jeddah,100403,15,100.40368347165219,dry,2,2024
8,str,aston_martin,jeddah,100577,15,100.57756167263553,dry,2,2024
9,str,aston_martin,jeddah,100590,15,100.59012469522592,dry,2,2024
10,str,aston_martin,jeddah,100795,15,100.79589329276845,dry,2,2024
11,str,aston_martin,jeddah,100784,15,100.78479784061771,dry,2,2024
12,str,aston_martin,jeddah,100672,15,100.67238995963993,dry,2,2024
13,str,aston_martin,jeddah,100782,15,100.78268622281892,dry,2,2024
14,str,aston_martin,jeddah,100805,15,100.80535942902233,dry,2,2024
15,str,aston_martin,jeddah,100911,15,100.91149652554188,dry,2,2024
16,str,aston_martin,jeddah,100983,15,100.98310152065035,dry,2,2024
17,str,aston_martin,jeddah,100964,15,100.96429046383167,dry,2,2024
18,str,aston_martin,jeddah,101015,15,101.01535811707497,dry,2,2024
19,str,aston_martin,jeddah,100981,15,100.98165485597289,dry,2,2024
20,str,aston_martin,jeddah,100968,15,100.96821364178027,dry,2,2024
21,str,aston_martin,jeddah,101245,15,101.24538488533041,dry,2,2024
22,str,aston_martin,jeddah,101158,15,101.15874167093362,dry,2,2024
23,str,aston_martin,jeddah,101371,15,101.37144595976339,dry,2,2024
24,str,aston_martin,jeddah,101187,15,101.18745168486807,dry,2,2024
25,str,aston_martin,jeddah,101173,15,101.17365117550955,dry,2,2024
26,str,aston_martin,jeddah,101331,15,101.3316952949578,dry,2,2024
27,str,aston_martin,jeddah,101410,15,101.41087522355846,dry,2,2024
28,str,aston_martin,jeddah,101476,15,101.4768499541192,dry,2,2024
29,str,aston_martin,jeddah,101603,15,101.6030680488495,dry,2,2024
30,str,aston_martin,jeddah,101485,15,101.48506455731348,dry,2,2024
31,str,aston_martin,jeddah,101625,15,101.62519397465775,dry,2,2024
32,str,aston_martin,jeddah,101588,15,101.58886108959335,dry,2,2024
33,str,aston_martin,jeddah,101747,15,101.74782329888806,dry,2,2024
34,str,aston_martin,jeddah,101815,15,101.81525797422252,dry,2,2024
35,str,aston_martin,jeddah,101682,15,101.68237554287916,dry,2,2024
36,str,aston_martin,jeddah,101972,15,101.97236096563493,dry,2,2024
37,str,aston_martin,jeddah,101906,15,101.90662943151614,dry,2,2024
38,str,aston_martin,jeddah,101876,15,101.8761594228829,dry,2,2024
39,str,aston_martin,jeddah,101971,15,101.97145049930953,dry,2,2024
40,str,aston_martin,jeddah,102140,15,102.14058415967934,dry,2,2024
41,str,aston_martin,jeddah,102049,15,102.04968582820247,dry,2,2024
42,str,aston_martin,jeddah,102037,15,102.03754590593377,dry,2,2024
43,str,aston_martin,jeddah,102165,15,102.1653884964644,dry,2,2024
44,str,aston_martin,jeddah,102155,15,102.1556896613201,dry,2,2024
45,str,aston_martin,jeddah,102307,15,102.30743886228701,dry,2,2024
46,str,aston_martin,jeddah,102457,15,102.45713585693106,dry,2,2024
47,str,aston_martin,jeddah,102242,15,102.24246569427747,dry,2,2024
48,str,aston_martin,jeddah,102262,15,102.26256496702506,dry,2,2024
49,str,aston_martin,jeddah,102502,15,102.50274921414685,dry,2,2024
50,str,aston_martin,jeddah,102239,15,102.23925655776596,dry,2,2024
51,str,aston_martin,jeddah,102218,15,102.21800451623444,dry,2,2024
52,str,aston_martin,jeddah,102438,15,102.43866153628473,dry,2,2024
53,str,aston_martin,jeddah,102231,15,102.23134102718093,dry,2,2024
54,str,aston_martin,jeddah,102312,15,102.3124564979612,dry,2,2024
55,str,aston_martin,jeddah,102398,15,102.39833585845433,dry,2,2024
56,str,aston_martin,jeddah,102348,15,102.34878150100221,dry,2,2024
57,str,aston_martin,jeddah,102367,15,102.36730906884164,dry,2,2024
58,str,aston_martin,jeddah,102424,15,102.42473894815414,dry,2,2024
59,str,aston_martin,jeddah,102320,15,102.32093464147124,dry,2,2024
60,str,aston_martin,jeddah,102481,15,102.4813011795215,dry,2,2024
1,oca,alpine,jeddah,102067,12,102.06742922339238,dry,2,2024
2,oca,alpine,jeddah,101958,12,101.95823127986783,dry,2,2024
3,oca,alpine,jeddah,102034,12,102.03480655538758,dry,2,2024
4,oca,alpine,jeddah,102180,12,102.1805506284992,dry,2,2024
5,oca,alpine,jeddah,102148,12,102.14824858188027,dry,2,2024
6,oca,alpine,jeddah,102187,12,102.18785352657362,dry,2,2024
7,oca,alpine,jeddah,101974,12,101.97488810047703,dry,2,2024
8,oca,alpine,jeddah,102309,12,102.30931427463315,dry,2,2024
9,oca,alpine,jeddah,102178,12,102.17812294610681,dry,2,2024
10,oca,alpine,jeddah,102285,12,102.28530988119395,dry,2,2024
11,oca,alpine,jeddah,102224,12,102.22471885392196,dry,2,2024
12,oca,alpine,jeddah,102208,12,102.2080530203691,dry,2,2024
13,oca,alpine,jeddah,102349,12,102.34991829381846,dry,2,2024
14,oca,alpine,jeddah,102334,12,102.33426505078134,dry,2,2024
15,oca,alpine,jeddah,102422,12,102.42210241051072,dry,2,2024
16,oca,alpine,jeddah,102404,12,102.40497649301392,dry,2,2024
17,oca,alpine,jeddah,102458,12,102.4585009523938,dry,2,2024
18,oca,alpine,jeddah,102383,12,102.3839370714167,dry,2,2024
19,oca,alpine,jeddah,102602,12,102.60226026639995,dry,2,2024
20,oca,alpine,jeddah,102629,12,102.62991878325407,dry,2,2024
21,oca,alpine,jeddah,102604,12,102.60438223338143,dry,2,2024
22,oca,alpine,jeddah,102675,12,102.6756197795361,dry,2,2024
23,oca,alpine,jeddah,102662,12,102.66249146102759,dry,2,2024
24,oca,alpine,jeddah,102872,12,102.87206399896573,dry,2,2024
25,oca,alpine,jeddah,102845,12,102.84537964553964,dry,2,2024
26,oca,alpine,jeddah,103079,12,103.07920979612693,dry,2,2024
27,oca,alpine,jeddah,103013,12,103.01364249262572,dry,2,2024
28,oca,alpine,jeddah,102925,12,102.92509893066777,dry,2,2024
29,oca,alpine,jeddah,103043,12,103.04382396393223,dry,2,2024
30,oca,alpine,jeddah,103115,12,103.11577471553885,dry,2,2024
31,oca,alpine,jeddah,103154,12,103.15428576077402,dry,2,2024
32,oca,alpine,jeddah,103190,12,103.19096242344321,dry,2,2024
33,oca,alpine,jeddah,103266,12,103.26627613650498,dry,2,2024
34,oca,alpine,jeddah,103368,12,103.36819780327646,dry,2,2024
35,oca,alpine,jeddah,103303,12,103.30371643934639,dry,2,2024
36,oca,alpine,jeddah,103331,12,103.3317205887712,dry,2,2024
37,oca,alpine,jeddah,103495,12,103.49548458665012,dry,2,2024
38,oca,alpine,jeddah,103521,12,103.52126176412474,dry,2,2024
39,oca,alpine,jeddah,103531,12,103.5316166864335,dry,2,2024
40,oca,alpine,jeddah,103675,12,103.67513131051646,dry,2,2024
41,oca,alpine,jeddah,103627,12,103.62738387045027,dry,2,2024
42,oca,alpine,jeddah,103543,12,103.54316040530688,dry,2,2024
43,oca,alpine,jeddah,103789,12,103.78944225911222,dry,2,2024
44,oca,alpine,jeddah,103819,12,103.81967242176643,dry,2,2024
45,oca,alpine,jeddah,103791,12,103.79177327067399,dry,2,2024
46,oca,alpine,jeddah,103857,12,103.8575798664066,dry,2,2024
47,oca,alpine,jeddah,103823,12,103.82392745662708,dry,2,2024
48,oca,alpine,jeddah,103729,12,103.72903856249128,dry,2,2024
49,oca,alpine,jeddah,103680,12,103.68038617934906,dry,2,2024
50,oca,alpine,jeddah,103761,12,103.76140086803368,dry,2,2024
51,oca,alpine,jeddah,103916,12,103.91660243766405,dry,2,2024
52,oca,alpine,jeddah,103798,12,103.79808026731995,dry,2,2024
53,oca,alpine,jeddah,103813,12,103.81376885657926,dry,2,2024
54,oca,alpine,jeddah,103764,12,103.76410687687346,dry,2,2024
55,oca,alpine,jeddah,103770,12,103.77097843162221,dry,2,2024
56,oca,alpine,jeddah,103743,12,103.74323738461784,dry,2,2024
57,oca,alpine,jeddah,103895,12,103.89587985007431,dry,2,2024
58,oca,alpine,jeddah,103942,12,103.94207249416034,dry,2,2024
59,oca,alpine,jeddah,103906,12,103.90664061301175,dry,2,2024
60,oca,alpine,jeddah,103991,12,103.99100042420858,dry,2,2024
1,gas,alpine,jeddah,102157,12,102.1577061186097,dry,2,2024
2,gas,alpine,jeddah,102252,12,102.25242892021106,dry,2,2024
3,gas,alpine,jeddah,102291,12,102.29155852968736,dry,2,2024
4,gas,alpine,jeddah,102292,12,102.29222991359707,dry,2,2024
5,gas,alpine,jeddah,102208,12,102.20815993394841,dry,2,2024
6,gas,alpine,jeddah,102303,12,102.30396385377266,dry,2,2024
7,gas,alpine,jeddah,102349,12,102.34995094904863,dry,2,2024
8,gas,alpine,jeddah,102370,12,102.37058119052358,dry,2,2024
9,gas,alpine,jeddah,102464,12,102.4649985585432,dry,2,2024
10,gas,alpine,jeddah,102389,12,102.38999258626637,dry,2,2024
11,gas,alpine,jeddah,102514,12,102.514003566511,dry,2,2024
12,gas,alpine,jeddah,102475,12,102.47557774081571,dry,2,2024
13,gas,alpine,jeddah,102656,12,102.65662343495939,dry,2,2024
14,gas,alpine,jeddah,102552,12,102.55219653697628,dry,2,2024
15,gas,alpine,jeddah,102592,12,102.59282607102304,dry,2,2024
16,gas,alpine,jeddah,102776,12,102.77674802633844,dry,2,2024
17,gas,alpine,jeddah,102799,12,102.7997222704153,dry,2,2024
18,gas,alpine,jeddah,102754,12,102.75436437531546,dry,2,2024
19,gas,alpine,jeddah,102707,12,102.70753461294862,dry,2,2024
20,gas,alpine,jeddah,102882,12,102.88218673649462,dry,2,2024
21,gas,alpine,jeddah,102889,12,102.88940785597013,dry,2,2024
22,gas,alpine,jeddah,102818,12,102.81874504638748,dry,2,2024
23,gas,alpine,jeddah,103000,12,103.00031853076851,dry,2,2024
24,gas,alpine,jeddah,103005,12,103.00518337273117,dry,2,2024
25,gas,alpine,jeddah,103266,12,103.26689064739138,dry,2,2024
26,gas,alpine,jeddah,103010,12,103.01076852689484,dry,2,2024
27,gas,alpine,jeddah,103116,12,103.11633788741871,dry,2,2024
28,gas,alpine,jeddah,103282,12,103.28234385838886,dry,2,2024
29,gas,alpine,jeddah,103326,12,103.3265833231701,dry,2,2024
30,gas,alpine,jeddah,103424,12,103.42413052687483,dry,2,2024
31,gas,alpine,jeddah,103377,12,103.37716048884286,dry,2,2024
32,gas,alpine,jeddah,103421,12,103.42150467332932,dry,2,2024
33,gas,alpine,jeddah,103557,12,103.55765076815426,dry,2,2024
34,gas,alpine,jeddah,103549,12,103.54978667653639,dry,2,2024
35,gas,alpine,jeddah,103382,12,103.38234174636203,dry,2,2024
36,gas,alpine,jeddah,103747,12,103.74769814504415,dry,2,2024
37,gas,alpine,jeddah,103731,12,103.73120449889075,dry,2,2024
38,gas,alpine,jeddah,103801,12,103.80107495489885,dry,2,2024
39,gas,alpine,jeddah,103711,12,103.7110639989695,dry,2,2024
40,gas,alpine,jeddah,103843,12,103.84366067502633,dry,2,2024
41,gas,alpine,jeddah,103742,12,103.74263704889256,dry,2,2024
42,gas,alpine,jeddah,103942,12,103.94234746473485,dry,2,2024
43,gas,alpine,jeddah,104072,12,104.07221125789017,dry,2,2024
44,gas,alpine,jeddah,103980,12,103.98045463376558,dry,2,2024
45,gas,alpine,jeddah,104032,12,104.0327285705588,dry,2,2024
46,gas,alpine,jeddah,104009,12,104.00907348629589,dry,2,2024
47,gas,alpine,jeddah,104193,12,104.1933052155832,dry,2,2024
48,gas,alpine,jeddah,104218,12,104.21830438312804,dry,2,2024
49,gas,alpine,jeddah,104043,12,104.04345420239615,dry,2,2024
50,gas,alpine,jeddah,104165,12,104.16551820965113,dry,2,2024
51,gas,alpine,jeddah,104082,12,104.08226664929258,dry,2,2024
52,gas,alpine,jeddah,104097,12,104.09796493910783,dry,2,2024
53,gas,alpine,jeddah,104147,12,104.14788288451099,dry,2,2024
54,gas,alpine,jeddah,104015,12,104.01576020607382,dry,2,2024
55,gas,alpine,jeddah,104021,12,104.02154544748373,dry,2,2024
56,gas,alpine,jeddah,104224,12,104.22437534625281,dry,2,2024
57,gas,alpine,jeddah,104083,12,104.08366015271041,dry,2,2024
58,gas,alpine,jeddah,104160,12,104.16058378394683,dry,2,2024
59,gas,alpine,jeddah,104035,12,104.03597813489002,dry,2,2024
60,gas,alpine,jeddah,104114,12,104.11482723813992,dry,2,2024
1,alb,williams,jeddah,98207,12,98.2075962078092,dry,2,2024
2,alb,williams,jeddah,98227,12,98.2278493562019,dry,2,2024
3,alb,williams,jeddah,98163,12,98.16331837414441,dry,2,2024
4,alb,williams,jeddah,98207,12,98.20783268205216,dry,2,2024
5,alb,williams,jeddah,98263,12,98.26399926637214,dry,2,2024
6,alb,williams,jeddah,98313,12,98.31351254059621,dry,2,2024
7,alb,williams,jeddah,98448,12,98.44800046418247,dry,2,2024
8,alb,williams,jeddah,98419,12,98.41962665558255,dry,2,2024
9,alb,williams,jeddah,98479,12,98.4790882569128,dry,2,2024
10,alb,williams,jeddah,98540,12,98.54003605747147,dry,2,2024
11,alb,williams,jeddah,98663,12,98.66328891221653,dry,2,2024
12,alb,williams,jeddah,98648,12,98.64892110279511,dry,2,2024
13,alb,williams,jeddah,98573,12,98.57348290727496,dry,2,2024
14,alb,williams,jeddah,98700,12,98.70075351946231,dry,2,2024
15,alb,williams,jeddah,98700,12,98.70076486433345,dry,2,2024
16,alb,williams,jeddah,98822,12,98.82249770679569,dry,2,2024
17,alb,williams,jeddah,98720,12,98.72059353160738,dry,2,2024
18,alb,williams,jeddah,98756,12,98.75612140789639,dry,2,2024
19,alb,williams,jeddah,98924,12,98.92428987127295,dry,2,2024
20,alb,williams,jeddah,98911,12,98.9110312744663,dry,2,2024
21,alb,williams,jeddah,99045,12,99.04555320658402,dry,2,2024
22,alb,williams,jeddah,98914,12,98.91488815219115,dry,2,2024
23,alb,williams,jeddah,99011,12,99.01114679202408,dry,2,2024
24,alb,williams,jeddah,99056,12,99.05693218688116,dry,2,2024
25,alb,williams,jeddah,99083,12,99.08389286354587,dry,2,2024
26,alb,williams,jeddah,99147,12,99.14756051202795,dry,2,2024
27,alb,williams,jeddah,99289,12,99.28965624659281,dry,2,2024
28,alb,williams,jeddah,99303,12,99.30326516359922,dry,2,2024
29,alb,williams,jeddah,99437,12,99.43714723657845,dry,2,2024
30,alb,williams,jeddah,99388,12,99.38861034007833,dry,2,2024
31,alb,williams,jeddah,99546,12,99.54621410490232,dry,2,2024
32,alb,williams,jeddah,99649,12,99.64951521501554,dry,2,2024
33,alb,williams,jeddah,99558,12,99.55831568506576,dry,2,2024
